CP,Năm,Kỳ,Lãi/Lỗ ròng trước thuế,Khấu hao TSCĐ,Dự phòng RR tín dụng,Lãi/Lỗ chênh lệch tỷ giá chưa thực hiện,Lãi/Lỗ từ thanh lý tài sản cố định,Lãi/Lỗ từ hoạt động đầu tư,Thu nhập lãi,Lưu chuyển tiền thuần từ HĐKD trước thay đổi VLĐ,Tăng/Giảm các khoản phải thu,Tăng/Giảm hàng tồn kho,Tăng/Giảm các khoản phải trả,Tăng/Giảm chi phí trả trước,Chi phí lãi vay đã trả,Tiền thu nhập doanh nghiệp đã trả,Tiền thu khác từ các hoạt động kinh doanh,Tiền chi khác từ các hoạt động kinh doanh,Lưu chuyển tiền tệ ròng từ các hoạt động SXKD,Mua sắm TSCĐ,Tiền thu được từ thanh lý tài sản cố định,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác (đồng)","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (đồng)",Đầu tư vào các doanh nghiệp khác,Tiền thu từ việc bán các khoản đầu tư vào doanh nghiệp khác,Tiền thu cổ tức và lợi nhuận được chia,Lưu chuyển từ hoạt động đầu tư,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Tiền thu được các khoản đi vay,Tiền trả các khoản đi vay,Tiền thanh toán vốn gốc đi thuê tài chính,Cổ tức đã trả,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền,Ảnh hưởng của chênh lệch tỷ giá,Tiền và tương đương tiền cuối kỳ,(Lãi)/lỗ các hoạt động khác,Lưu chuyển tiền thuần từ HĐKD trước thuế,Chi từ các quỹ của TCTD,"Chi trả cho việc mua lại, trả cổ phiếu",Thu lãi và cổ tức,_Tăng/Giảm các khoản phải thu,_Tăng/Giảm các khoản phải trả,Cố tức đã nhận
PLX,2015,3,747940521824.0,459242572447.0,-87773288244.0,84900647405.0,,-216597270925.0,123976185750.0,1111689368257.0,-1720519302521.0,1592096750849.0,-1652689364120.0,39827405990.0,-128442236617.0,-140114226204.0,157895265819.0,-155393223448.0,-895649561995.0,-265951135928.0,28426340303.0,-645252008022.0,858603379175.0,-1639875000.0,4988450299.0,264649849871.0,243825000698.0,0.0,17943126862372.0,-17193344195975.0,0.0,-11097500000.0,738685166397.0,86860605100.0,11366416569301.0,2351642726.0,11455628817127.0,,,,0.0,0.0,,,
PLX,2015,2,1312165211756.0,441707773779.0,30594296987.0,67349714177.0,,-377848110290.0,144316316713.0,1618285203122.0,5016370673844.0,-683837396754.0,1569389712230.0,24383978474.0,-160769913338.0,-72902172848.0,140106500622.0,-249177568685.0,7201849016667.0,-662000885259.0,104837627930.0,-902713280027.0,705582195600.0,0.0,33783021591.0,426477019461.0,-294034300704.0,0.0,14846315699024.0,-20456008560806.0,0.0,-37577909520.0,-5647270771302.0,1260543944661.0,10104302324164.0,1570300476.0,11366416569301.0,,,,0.0,0.0,,,
PLX,2015,1,576041986962.0,423770873964.0,29232733009.0,104423768419.0,,-95257428409.0,155338976058.0,1193550910003.0,-797246981521.0,1385416807814.0,-2980186964673.0,57757320222.0,-134095624908.0,-132676802996.0,111870617956.0,-210728122782.0,-1506338840885.0,-262989319772.0,25215602398.0,-424912615330.0,449459312473.0,0.0,7984191470.0,97152016276.0,-108090812485.0,0.0,23428957922988.0,-21503457886291.0,0.0,0.0,1925500036697.0,311070383327.0,9793891439264.0,-659498427.0,10104302324164.0,,,,0.0,0.0,,,
PLX,2014,2,518725362404.0,412580648768.0,-77930268628.0,206107463018.0,,-218905631526.0,163430837410.0,1004008411446.0,-1280435088442.0,1066906686956.0,-1515865584967.0,-69398733004.0,-178782388339.0,-116497695413.0,-38766973665.0,68605092378.0,-1060226273050.0,-410886565438.0,20350329189.0,-1044775691074.0,967632906645.0,427189592.0,10559094925.0,161537183143.0,-295155553018.0,0.0,24699968658138.0,-23436317279380.0,284701974.0,0.0,1263936080732.0,-91445745336.0,8044580399467.0,4833921737.0,7957968575868.0,,,,0.0,0.0,,,
PLX,2014,1,337438620421.0,409779886469.0,21419432177.0,-147199772.0,,-99991481252.0,182079694007.0,850578952050.0,-2827674313712.0,-3618889800170.0,1476297267208.0,49048372496.0,-176805022395.0,-136792647092.0,100827074185.0,-135892203003.0,-4419302320433.0,-235691634198.0,43942690020.0,-584763847295.0,852652037508.0,-427189592.0,1471351060.0,101332611016.0,178516018519.0,0.0,30028494420017.0,-23892321015962.0,-284701974.0,0.0,6135888702081.0,1895102400167.0,6152276208446.0,-2798209146.0,8044580399467.0,,,,0.0,0.0,,,
PLX,2013,3,681601922286.0,404059032899.0,19094991748.0,-242091646002.0,,-195695628471.0,128971741268.0,795940413728.0,1066204256669.0,-1923908841075.0,-956080414476.0,1827716638.0,-216691872547.0,-65192521473.0,74443722965.0,18861842176.0,-1204595697395.0,-368606036647.0,132692646306.0,-1273601224578.0,1127017651574.0,0.0,-11121777330.0,75420743335.0,-318197997340.0,0.0,24692465111607.0,-23117880876253.0,0.0,0.0,1574584235354.0,51790540619.0,8132645065409.0,918600204.0,8185354206232.0,,,,0.0,0.0,,,
PLX,2013,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
PLX,2013,1,333729754253.0,414164783688.0,114352512009.0,5889732930.0,,-225236813552.0,159280581750.0,802180551078.0,-2969462860718.0,2662613051742.0,6858918048958.0,37011737632.0,-126777784895.0,-81734557080.0,409371633567.0,-404429381770.0,7187690438514.0,-298537254100.0,101424776982.0,-565759047988.0,432434867029.0,-26412900.0,591789977.0,114178569769.0,-215692711231.0,0.0,17841283418920.0,-21367717143180.0,-374701974.0,0.0,-3526808426234.0,3445189301049.0,4981991632883.0,-3240300.0,8427177693632.0,,,,0.0,0.0,,,
PNJ,2024,4,864116691201.0,20381735643.0,30432377395.0,549042768.0,,-26204259443.0,22299606340.0,911575193904.0,-140267237683.0,-2225180243885.0,8092632104.0,-21721888557.0,-20301348662.0,-86066136147.0,0.0,548303600.0,-1573320725326.0,-50265953419.0,0.0,-70000000000.0,0.0,0.0,0.0,19519565605.0,-100746387814.0,0.0,2964215858851.0,-1093093687079.0,0.0,-471584526700.0,1399537645072.0,-274529468068.0,1396669666014.0,572194184.0,1122712392130.0,,,,0.0,,,,
PNJ,2024,3,318019249970.0,20042779427.0,6380258406.0,917038623.0,,-5251469580.0,6438807781.0,346546664627.0,-79665892558.0,-1094975965705.0,474266842052.0,-12607128690.0,-5797057452.0,-83741265585.0,0.0,-3585871699.0,-459559675010.0,-19623882392.0,-48157964.0,-1050000000000.0,100000000000.0,0.0,0.0,4196227073.0,-965475813283.0,66857920000.0,1478563482967.0,-267777824371.0,0.0,0.0,1277643578596.0,-147391909697.0,1544061575711.0,0.0,1396669666014.0,,,,0.0,,,,
PNJ,2024,2,533277414001.0,20086209301.0,38909718255.0,-2197525135.0,,-3730928336.0,3455400059.0,589800288145.0,-29100178793.0,-239508126547.0,-29233321376.0,16939811694.0,-3583073847.0,-80229256509.0,0.0,3549833689.0,228635976456.0,-15952057909.0,40582108.0,0.0,100000000000.0,0.0,0.0,3856999389.0,87945523588.0,-130745840000.0,854937110577.0,-958808141968.0,0.0,-200097303060.0,-434714174451.0,-118132674407.0,1661537697277.0,656552841.0,1544061575711.0,,,,0.0,,,,
PNJ,2024,1,935599094136.0,20311121900.0,2000000000.0,871804071.0,,-11860041653.0,14581491649.0,961503470103.0,-12709462351.0,1429826415020.0,-179566347404.0,31370437473.0,-16386345048.0,-305447778544.0,0.0,-21160790614.0,1887429598635.0,-4564405970.0,10757674.0,-70000000.0,760000000000.0,0.0,0.0,11863349121.0,767239700825.0,131131840000.0,1491143042621.0,-3511926079531.0,0.0,0.0,-1889651196910.0,765018102550.0,896147917336.0,371677391.0,1661537697277.0,,,,0.0,,,,
PNJ,2023,4,796645173276.0,20391964837.0,28759191621.0,-1162795324.0,,-16312187390.0,22665862084.0,850987209104.0,48077850826.0,-1231615795576.0,224653686371.0,-29556268799.0,0.0,-80736596464.0,0.0,-20193094457.0,-238383008995.0,-24188314351.0,77702657.0,-140000000000.0,395000000000.0,0.0,0.0,16862629642.0,247752017948.0,0.0,3356137301855.0,-2686301115207.0,0.0,-267683720190.0,402152466458.0,411521475411.0,484626441925.0,0.0,896147917336.0,,,,0.0,,,,
PNJ,2023,3,313291450219.0,19623995744.0,-13835212929.0,-2029467469.0,,-25710452533.0,28872005523.0,320212318555.0,-25139221169.0,420089170343.0,75569326919.0,-46259281417.0,-31920440944.0,-61853408713.0,0.0,-838497392.0,649859966182.0,-21055821915.0,670941050.0,-760033000000.0,807000000000.0,0.0,0.0,37203410818.0,63785529953.0,0.0,1911260734681.0,-2442960204348.0,0.0,-196135833230.0,-727835302897.0,-14189806762.0,498816248687.0,0.0,484626441925.0,,,,0.0,,,,
PNJ,2023,2,436070808031.0,18246359844.0,1898952876.0,4221029686.0,,-27216221723.0,32980727532.0,466201656246.0,-16451813002.0,-362432286938.0,-268244524354.0,-8005679109.0,-32048410310.0,-79463737378.0,0.0,-6874524448.0,-307319319293.0,-11706326880.0,70431230.0,-580067000000.0,278000000000.0,-3980000000.0,0.0,2739437970.0,-314943457680.0,0.0,1739518882610.0,-1167927847383.0,0.0,0.0,571591035227.0,-50671741746.0,549688731182.0,-200740749.0,498816248687.0,,,,0.0,,,,
PNJ,2023,1,943169280848.0,22819855060.0,4396825114.0,-2681515002.0,,-11395927651.0,34050208964.0,990358727333.0,20712709264.0,739075885166.0,-44518816292.0,-22078144491.0,-37292866369.0,-244280175163.0,0.0,-3360121658.0,1398617197790.0,-25067520969.0,259180497.0,-760000000000.0,200000000000.0,0.0,0.0,11395927651.0,-573412412821.0,0.0,1240600005543.0,-2249085378830.0,0.0,-146779551960.0,-1155264925247.0,-330060140278.0,879548130711.0,200740749.0,549688731182.0,,,,0.0,,,,
PNJ,2022,4,591324894516.0,18584993552.0,-17681266091.0,-3017098982.0,,-19445084149.0,33105656391.0,602872095237.0,-76719219381.0,-1219078282385.0,-288191880166.0,-59973205631.0,-30192825968.0,-110222391758.0,0.0,3902120634.0,-1177603589418.0,-18025370406.0,934407415.0,-63000000000.0,200000000000.0,0.0,0.0,18748815473.0,138657852482.0,0.0,1749625759721.0,-812273751366.0,0.0,-196731539370.0,740620468985.0,-298325267951.0,1175216404790.0,2656993872.0,879548130711.0,,,,0.0,,,,
PNJ,2022,3,329630611085.0,19218561074.0,-6961458640.0,9638482208.0,,-1569159410.0,17219503105.0,367176539422.0,-79745831868.0,-1327568401469.0,472291240036.0,-5780378609.0,-15563959777.0,-80022716868.0,0.0,31583222817.0,-637630286316.0,-12381332113.0,179657021.0,-247000000000.0,0.0,0.0,0.0,2220661997.0,-256981013095.0,36319980000.0,1683968350509.0,-815634070593.0,0.0,-143548461360.0,761105798556.0,-133505500855.0,1308721905645.0,0.0,1175216404790.0,,,,0.0,,,,
PNJ,2022,2,476997372679.0,20508564871.0,6961458640.0,737642756.0,,-2603140939.0,12947618655.0,515549516662.0,-7873556933.0,-510894374819.0,354765469799.0,-8316266585.0,-14029461621.0,-80889646933.0,0.0,-46090112500.0,202221567070.0,-15415366035.0,319291200.0,-230000000000.0,0.0,0.0,0.0,2647907028.0,-242448167807.0,0.0,498000501164.0,-1452121258089.0,0.0,-147526986760.0,-1101647743685.0,-1141874344422.0,2450596250067.0,0.0,1308721905645.0,,,,0.0,,,,
PNJ,2022,1,913285975874.0,19339804278.0,0.0,-4532479750.0,,-321375125.0,30870653257.0,958642578534.0,-18838079147.0,1306297367929.0,-319959835091.0,1174506906.0,-31384674043.0,-187321373205.0,0.0,-1833075651.0,1706777416232.0,-3654232828.0,64830149.0,0.0,0.0,0.0,0.0,321375125.0,-3268027554.0,1410946550000.0,2387744838452.0,-3278195195170.0,0.0,-128864170850.0,391632022432.0,2095141411110.0,355454838957.0,0.0,2450596250067.0,,,,0.0,,,,
PNJ,2021,4,559359481372.0,23856784724.0,0.0,6467605453.0,,-28576177917.0,32839348932.0,593947042564.0,19705996307.0,-1176651519623.0,570469365365.0,-55926864802.0,-34219651495.0,-9865975682.0,-2113951606.0,-15896130284.0,-110551689256.0,-25510764772.0,93960342.0,0.0,0.0,0.0,0.0,684734146.0,-24732070284.0,0.0,2800967073457.0,-2500179945852.0,0.0,0.0,300787127605.0,165503368065.0,192167536492.0,0.0,357670904557.0,,,,0.0,,,,
PNJ,2021,3,-193509376194.0,13817993630.0,0.0,-897857647.0,,2899335567.0,27735712834.0,-149954191810.0,-24553556783.0,-58828940128.0,-138275917987.0,29369868802.0,-27879025338.0,-11673184415.0,32011133937.0,0.0,-349783813722.0,-1654552939.0,-149910530.0,0.0,0.0,0.0,0.0,793866010.0,-1010597459.0,0.0,1503094694900.0,-1209944195016.0,0.0,-712120.0,293149787764.0,-57644623417.0,249812159909.0,0.0,192167536492.0,,,,0.0,,,,
PNJ,2021,2,273211431261.0,20261046221.0,0.0,-3375982850.0,,-4477719085.0,21034959436.0,306653734983.0,10599370773.0,-1030383425603.0,28457040613.0,11119003024.0,-20753216897.0,-57470080836.0,-29897182331.0,303536661.0,-781371219613.0,-31605792707.0,12522635737.0,0.0,0.0,0.0,0.0,117607906.0,-18965549064.0,1524800000.0,1673333692872.0,-659482548340.0,0.0,-177090590925.0,836760553607.0,36423784930.0,213388374979.0,0.0,249812159909.0,,,,-1524800000.0,,,,
PNJ,2021,1,648288049259.0,17048142941.0,0.0,112923305.0,,1360877290.0,22770252958.0,689580245753.0,-21628576121.0,125170956253.0,-109999766827.0,20107457420.0,-23062361473.0,-155352481872.0,0.0,-303536661.0,524511936472.0,-4594021616.0,288277783.0,0.0,0.0,0.0,0.0,57195221.0,-4248548612.0,-1524800000.0,1778807220969.0,-2506156421511.0,0.0,-235793400.0,-729109793942.0,-208846406082.0,422234781061.0,0.0,213388374979.0,,,,0.0,,,,
PNJ,2020,4,535493073309.0,17181902195.0,1202878846.0,-517242077.0,,3561992916.0,29105868217.0,586028473406.0,48470685035.0,-218890253588.0,469767250473.0,-26725903397.0,-29777236151.0,-97777225395.0,0.0,-2826510042.0,728269280341.0,-22394677255.0,0.0,0.0,0.0,0.0,0.0,-1212912094.0,-23607589349.0,46375540000.0,1919791109500.0,-2341021081260.0,0.0,-139855109573.0,-514709541333.0,189952149659.0,232282631402.0,0.0,422234781061.0,,,,0.0,,,,
PNJ,2020,3,256095727112.0,17686378973.0,0.0,137173996.0,,-805342186.0,40680147467.0,313794085362.0,-22371311040.0,104094069196.0,70725484727.0,-15912558472.0,-43055957149.0,-14644029298.0,0.0,-739793558.0,391889989768.0,-9477288179.0,5498540.0,0.0,0.0,0.0,0.0,823840595.0,-8647949044.0,0.0,617933471322.0,-1004846313477.0,0.0,5966229203.0,-380946612952.0,2295427772.0,229987203630.0,0.0,232282631402.0,,,,0.0,,,,
PNJ,2020,2,42690872963.0,17901220069.0,0.0,0.0,,-163720537.0,44251598481.0,104679970976.0,7207906592.0,158699389657.0,-256617688381.0,-8462544609.0,-43362093146.0,-13875002854.0,0.0,-7121100640.0,-58851162405.0,-21261255962.0,86321724.0,0.0,0.0,0.0,0.0,-1900629926.0,-23075564164.0,0.0,2067307711387.0,-1835132150238.0,0.0,-221082134413.0,9810426736.0,-72116299833.0,302103503463.0,0.0,229987203630.0,,,,-1283000000.0,,,,
PNJ,2020,1,511700795331.0,17376022917.0,0.0,0.0,,-141717247.0,40379080111.0,569314181112.0,-14843271228.0,441744266522.0,-399396118976.0,8638733353.0,-40996597808.0,-126935333673.0,0.0,-2450208597.0,435075650705.0,-31023850160.0,0.0,0.0,0.0,0.0,0.0,2187569301.0,-28836280859.0,0.0,1783320241764.0,-1982680547155.0,0.0,0.0,-199360305391.0,206879064455.0,95224439008.0,0.0,302103503463.0,,,,0.0,,,,
PNJ,2019,4,481341318478.0,16982898344.0,0.0,-342131146.0,,2578108583.0,41002191152.0,541562385411.0,86643458531.0,-1126213620545.0,261341421976.0,-24388093871.0,-40213777304.0,-76219791268.0,8187587696.0,1162878905.0,-368137550469.0,-40961839999.0,693091286.0,0.0,0.0,0.0,0.0,675714488.0,-39593034225.0,68932500000.0,1710366779524.0,-1369628216154.0,0.0,-1294812000.0,406282251370.0,-1448333324.0,96330641186.0,342131146.0,95224439008.0,,,,-2094000000.0,,,,
PNJ,2019,3,268027888640.0,10026162365.0,3414537000.0,379305830.0,,-2533878978.0,28990878493.0,308304893350.0,-30091152623.0,-958476497798.0,134714513013.0,-32976495625.0,-30517718710.0,-45610382929.0,0.0,9248458522.0,-645404382800.0,-21263822938.0,81297803.0,0.0,0.0,0.0,0.0,230160015.0,-20952365120.0,0.0,1595912325703.0,-776966240339.0,0.0,-177494909260.0,641451176104.0,-24905571816.0,121615518832.0,-379305830.0,96330641186.0,,,,0.0,,,,
PNJ,2019,2,210066983171.0,15435352963.0,-3414537000.0,0.0,,872594955.0,21364384129.0,244324778218.0,581009649621.0,-290465071590.0,-603948509394.0,-11118104337.0,-19963340186.0,-80021422298.0,-685149420.0,-10411337427.0,-191278506813.0,-89470795253.0,-213041593.0,0.0,0.0,0.0,0.0,-872594955.0,-90556431801.0,0.0,1323674525578.0,-979709378413.0,0.0,-35486904150.0,308478243015.0,26643304401.0,94972214431.0,0.0,121615518832.0,,,,0.0,,,,
PNJ,2019,1,543238044432.0,13715111650.0,0.0,0.0,,-992034140.0,24010156644.0,579971278586.0,-647252572214.0,324564003373.0,380610866691.0,3369088128.0,-24278144058.0,-89498269756.0,685149420.0,0.0,528171400170.0,-56458494261.0,474565816.0,0.0,0.0,0.0,0.0,992034140.0,-54991894305.0,0.0,972459994757.0,-1427789666460.0,0.0,-129598799360.0,-584928471063.0,-111748965198.0,206721179629.0,0.0,94972214431.0,,,,0.0,,,,
PNJ,2018,4,336121933968.0,10766979013.0,0.0,-1132306183.0,,2919284209.0,20450698807.0,369126589814.0,-11229815791.0,-843967969317.0,345517358989.0,-7504481012.0,-25401528212.0,-56242595034.0,0.0,-11619130917.0,-241321571480.0,-30047464392.0,-2510000.0,0.0,65000000.0,0.0,0.0,4282595347.0,-25702379045.0,97273160000.0,1287702518970.0,-1024983492670.0,0.0,-3674287670.0,356317898630.0,89293948105.0,117587302131.0,-160070607.0,206721179629.0,,,,0.0,,,,
PNJ,2018,3,221139298315.0,11260742472.0,0.0,0.0,,-4127190626.0,15879373171.0,244152223332.0,-32167599110.0,-188083741687.0,6540959029.0,-16317147407.0,-10383927789.0,-47075923635.0,0.0,1155815936.0,-42179341331.0,-43016840457.0,802952842.0,0.0,0.0,0.0,0.0,-3875131770.0,-46089019385.0,0.0,951493973814.0,-685186633302.0,0.0,-157189740450.0,109117600062.0,20849239346.0,96738062585.0,200.0,117587302131.0,,,,0.0,,,,
PNJ,2018,2,227534526488.0,10126744458.0,0.0,963264840.0,,-304669627.0,11225839714.0,249545705873.0,-30568872418.0,-328118688960.0,19195141980.0,-16880653401.0,-11036908067.0,-41494253914.0,0.0,-14571635928.0,-173930164835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46632982085.0,0.0,934486054676.0,-675382064575.0,0.0,-23751667300.0,235352322801.0,14789175881.0,81899944010.0,48942694.0,96738062585.0,,,,0.0,,,,
PNJ,2018,1,420754514350.0,9947182144.0,0.0,0.0,,-5894368533.0,13553130698.0,438360458659.0,-12071458695.0,-206016316402.0,40949743548.0,-4082007882.0,-13621293461.0,-87145313529.0,0.0,-1082640170.0,155291172068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50482090278.0,0.0,1147089495620.0,-1261451068707.0,0.0,-83756116880.0,-198117689967.0,-93308608177.0,175208552187.0,0.0,81899944010.0,,,,0.0,,,,
PNJ,2017,4,277368980177.0,10297461201.0,0.0,0.0,,669334406.0,9564728250.0,297900504034.0,-2380456334.0,-350151421689.0,49016035055.0,-13706546543.0,-9505510823.0,-39838901231.0,-3107366043.0,0.0,-71773663574.0,-10438260315.0,271643637.0,160000000000.0,0.0,0.0,0.0,2330665594.0,152164048916.0,0.0,700180156088.0,-557018990901.0,0.0,0.0,143161165187.0,223551550529.0,111657001658.0,0.0,335208552187.0,,,,0.0,,,,
PNJ,2017,3,158065416670.0,9838674116.0,35327600.0,-32506216.0,,-3795065467.0,10521848660.0,174633695363.0,-16622986037.0,-168676822835.0,30890928663.0,-17315308363.0,-11195682889.0,-22765501079.0,4618140895.0,30106797250.0,3673260968.0,-75215129858.0,350000000.0,-160000000000.0,0.0,0.0,0.0,795065467.0,-234070064391.0,975035852458.0,724790448493.0,-1290279146734.0,0.0,-107140305350.0,302406848867.0,72010045444.0,39646956214.0,0.0,111657001658.0,,,,0.0,,,,
PNJ,2017,2,161600632878.0,9660355847.0,-35327600.0,246237678.0,,-5030416427.0,16609785190.0,183051267566.0,3173924580.0,-36344283334.0,-89856133099.0,-10696830715.0,-16162322330.0,-32293307410.0,-58338866.0,-30106797250.0,-29292820858.0,-20597964237.0,7800000000.0,0.0,0.0,0.0,0.0,-266833091.0,-13064797328.0,0.0,943046647752.0,-909683509313.0,0.0,-78054099950.0,-44690961511.0,-87048579697.0,126661720400.0,33815511.0,39646956214.0,,,,0.0,,,,
PNJ,2017,1,311075206371.0,9543380373.0,0.0,0.0,,-1348212636.0,18284670399.0,337555044507.0,-25512575123.0,-8097088186.0,-17210524577.0,-3767112454.0,-19695265574.0,-58726097063.0,58338866.0,0.0,204604720396.0,-8745719979.0,4000000.0,0.0,0.0,0.0,0.0,1348212636.0,-7393507343.0,0.0,740096780632.0,-965994299794.0,0.0,0.0,-225897519162.0,-28686306109.0,155348026509.0,0.0,126661720400.0,,,,0.0,,,,
PNJ,2016,4,144998770507.0,9110428710.0,-2913774463.0,0.0,,22700466532.0,18022426145.0,191918317431.0,-21286957827.0,-369636482035.0,85572414632.0,18979747733.0,-18125440410.0,-96869401854.0,0.0,8511168816.0,-200936633514.0,-20656834033.0,661545455.0,-229755555556.0,229755555556.0,0.0,64306410000.0,2773197931.0,47084319353.0,0.0,1135074294475.0,-812735016189.0,0.0,-98273868000.0,224065410286.0,70213096125.0,85134930384.0,0.0,155348026509.0,,,,0.0,,,,
PNJ,2016,3,139415839300.0,8661069848.0,0.0,208462157.0,,1200822943.0,16936446735.0,166422640983.0,-1178707260.0,-145926008736.0,17919585444.0,-31169030153.0,-18282748257.0,-22584094772.0,-8320510061.0,-8679457102.0,-51798329914.0,-44767289453.0,14944000000.0,-80000000000.0,130000000000.0,0.0,0.0,721763471.0,20898474018.0,0.0,746986053070.0,-646678969041.0,0.0,-98273868000.0,2033216029.0,-28866639867.0,114026739688.0,-25169437.0,85134930384.0,,,,0.0,,,,
PNJ,2016,2,151082939396.0,8316355906.0,0.0,-208462157.0,,-45129585676.0,16918018340.0,130979265809.0,-1155831257.0,-66696046179.0,-17431891929.0,2240112393.0,-20686487484.0,-29673351014.0,8320510061.0,6850315070.0,12746595470.0,-14484385671.0,150000000000.0,-190000000000.0,140000000000.0,0.0,0.0,420753939.0,85936368268.0,0.0,698486797810.0,-717212714810.0,0.0,0.0,-18725917000.0,79957046738.0,34044523513.0,25169437.0,114026739688.0,,,,0.0,,,,
PNJ,2016,1,155130214377.0,8224597240.0,84691750000.0,0.0,,481845877.0,21319390220.0,269847797714.0,-11554309970.0,-121206510013.0,50611694692.0,3262551672.0,-13851540753.0,-11355357500.0,0.0,-6850315070.0,158904010772.0,-7146203845.0,0.0,0.0,0.0,0.0,0.0,35762117.0,-7110441728.0,0.0,673561082083.0,-780057832826.0,0.0,-49136934000.0,-155633684743.0,-3840115699.0,37884639212.0,0.0,34044523513.0,,,,0.0,,,,
PNJ,2015,4,207121265.0,7917657442.0,111631281341.0,0.0,,39036827693.0,21213907761.0,180006795502.0,71344169393.0,5452127003.0,44905739321.0,-14286950195.0,-30114321460.0,-5444545923.0,-225838290.0,11857035691.0,263494211042.0,-22236090467.0,8310000.0,0.0,0.0,0.0,26152150000.0,150849266.0,4075218799.0,0.0,880023913173.0,-1142088765407.0,0.0,74543630.0,-261990308604.0,5579121237.0,32305517975.0,0.0,37884639212.0,,,,0.0,,,,
PNJ,2015,3,57461433407.0,7918265936.0,57752218659.0,-647492581.0,,-109038435.0,23057316569.0,145432703555.0,-44944732036.0,120311203013.0,-47329158239.0,-15325355437.0,-14986068268.0,-13442573347.0,225838290.0,-1160892244.0,128780965287.0,-14113898948.0,139090909.0,0.0,0.0,0.0,0.0,26491285.0,-13948316754.0,0.0,1307257303180.0,-1412521311368.0,0.0,-3921933345.0,-109185941533.0,5646707000.0,26658810975.0,0.0,32305517975.0,,,,0.0,,,,
PNJ,2015,2,-7316355474.0,7628720913.0,123135031341.0,647492581.0,,-515979847.0,19651275727.0,143230185241.0,18072335493.0,-408119890561.0,71597203350.0,-638328650.0,-19554499023.0,-16294953381.0,0.0,168620434.0,-211539327097.0,-21330335291.0,154545455.0,0.0,0.0,0.0,0.0,16189372.0,-21159600464.0,0.0,1494389824912.0,-1252911069440.0,0.0,-18831507285.0,222647248187.0,-10051679374.0,36710490349.0,0.0,26658810975.0,,,,0.0,,,,
PNJ,2015,1,148032043381.0,6986391488.0,0.0,0.0,,-233725156.0,17126229412.0,171910939125.0,-13733990330.0,-180853142071.0,-7058928617.0,-996515317.0,-15898597498.0,-32589616815.0,0.0,-26546502839.0,-105766354362.0,-13949157412.0,0.0,0.0,0.0,0.0,0.0,36495122.0,-13912662290.0,0.0,1020601631318.0,-901918195513.0,0.0,0.0,118683435805.0,-995580847.0,37706071196.0,0.0,36710490349.0,,,,0.0,,,,
PNJ,2014,4,72891281295.0,6467031446.0,3009113400.0,0.0,,-8343540576.0,17415779417.0,91439664982.0,137286571153.0,-135341796506.0,57635108943.0,-4205045077.0,-17621139872.0,-14176401527.0,5632195669.0,-11450678710.0,109198479055.0,-5539926350.0,18863637.0,0.0,0.0,0.0,42499920000.0,39336294.0,37018193581.0,0.0,1176432230513.0,-1253923435387.0,0.0,-85856450295.0,-163347655169.0,-17130982533.0,289436318608.0,0.0,272305336075.0,,,,0.0,,,,
PNJ,2014,3,77592848348.0,1421220141.0,14970565910.0,0.0,,-7235492385.0,21508064728.0,108257206742.0,-185394727479.0,-56586422433.0,39220037705.0,-2914884837.0,-23796833503.0,-13774787271.0,0.0,17320576061.0,-117669835015.0,-3678035212.0,714072726.0,-7500000000.0,0.0,0.0,146108529680.0,6046096218.0,141690663412.0,0.0,1825380300036.0,-1816497611603.0,147840667400.0,-152699099305.0,4024256528.0,28045084925.0,472511893599.0,-211120659916.0,289436318608.0,,,,0.0,,,,
PNJ,2014,2,77598665042.0,10742050268.0,0.0,0.0,,-11102144308.0,21016302113.0,98254873115.0,13019198308.0,-151260608228.0,-61061501966.0,-2585491789.0,-17298695044.0,-16237927982.0,0.0,11446104543.0,-125724049043.0,-4620954108.0,0.0,7500000000.0,0.0,0.0,0.0,12466137135.0,15345183027.0,0.0,1959304654520.0,-1725612296318.0,-151192652000.0,72245050400.0,154744756602.0,44365890586.0,428146003013.0,0.0,472511893599.0,,,,0.0,,,,
PNJ,2014,1,106882716698.0,5671702636.0,0.0,0.0,,-388531268.0,19742051541.0,131907939607.0,-5644077152.0,-49355901788.0,42434310083.0,-150039348.0,-19588726013.0,-34998231904.0,0.0,-28347764279.0,36257509206.0,-13729705276.0,0.0,0.0,0.0,0.0,0.0,2379062491.0,-11350642785.0,0.0,1081846494801.0,-1110832068393.0,0.0,-75597035000.0,-104582608592.0,-79675742171.0,507821745184.0,0.0,428146003013.0,,,,0.0,,,,
